Estacao,Date,Data2,Day,Hora,Precipitacao,total_precip,TempMaxima,TempMinima,min temp,Temp Comp Media,Umidade Relativa Media
83743,24/09/2004,,,1200,0,,,23.2,,,
83743,25/09/2004,,,0,,,28,,,24.32,78.25
83743,25/09/2004,,,1200,0,,,20.9,,,
83743,26/09/2004,,,0,,,29.7,,,25.86,72
83743,26/09/2004,,,1200,0,,,22.1,,,
83743,27/09/2004,,,0,,,34.4,,,26.94,72
83743,27/09/2004,,,1200,0,,,23.2,,,
83743,28/09/2004,,,0,,,36.7,,,28.8,63
83743,28/09/2004,,,1200,0,,,22.5,,,
83743,29/09/2004,,,0,,,31.3,,,26.38,71
83743,29/09/2004,,,1200,0,,,22.9,,,
83743,30/09/2004,,,0,,,25.5,,,20.24,85.5
83743,30/09/2004,,,1200,13.5,,,18.1,,,
83743,01/10/2004,,,0,,,22,,,20.34,85.5
83743,01/10/2004,,,1200,1.7,,,18.3,,,
83743,02/10/2004,,,0,,,27.2,,,23.54,77.5
83743,02/10/2004,,,1200,2.5,,,20.3,,,
83743,03/10/2004,,,0,,,24,,,21.08,91.75
83743,03/10/2004,,,1200,15.3,,,19.9,,,
83743,04/10/2004,,,0,,,23.9,,,20.98,81.25
83743,04/10/2004,,,1200,13.1,,,18.9,,,
83743,05/10/2004,,,0,,,27.5,,,22.56,71.5
83743,05/10/2004,,,1200,0.2,,,18.5,,,
83743,06/10/2004,,,0,,,22.7,,,19.6,75.75
83743,06/10/2004,,,1200,2.3,,,18.2,,,
83743,07/10/2004,,,0,,,25.2,,,21.02,59.5
83743,07/10/2004,,,1200,0,,,16.3,,,
83743,08/10/2004,,,0,,,26.3,,,21.4,64.25
83743,08/10/2004,,,1200,0,,,18,,,
83743,09/10/2004,,,0,,,26.5,,,22.18,71.25
83743,09/10/2004,,,1200,0,,,18,,,
83743,10/10/2004,,,0,,,36.3,,,25.62,67.25
83743,10/10/2004,,,1200,0,,,19.9,,,
83743,11/10/2004,,,0,,,31.8,,,25.82,71.75
83743,11/10/2004,,,1200,0.2,,,22.8,,,
83743,12/10/2004,,,0,,,30,,,25.24,74.25
83743,12/10/2004,,,1200,0,,,23.4,,,
83743,13/10/2004,,,0,,,35.5,,,28.36,64.25
83743,13/10/2004,,,1200,0,,,22.6,,,
83743,14/10/2004,,,0,,,33,,,27.76,67
83743,14/10/2004,,,1200,0,,,25,,,
83743,15/10/2004,,,0,,,26.4,,,23.7,85.5
83743,15/10/2004,,,1200,0.9,,,22.1,,,
83743,16/10/2004,,,0,,,31.5,,,26.64,72.25
83743,16/10/2004,,,1200,2.3,,,22.3,,,
83743,17/10/2004,,,0,,,30.7,,,26.5,62.75
83743,17/10/2004,,,1200,0,,,23.4,,,
83743,18/10/2004,,,0,,,29.2,,,25.4,74
83743,18/10/2004,,,1200,0,,,22.8,,,
83743,19/10/2004,,,0,,,26.7,,,24.24,74.5
83743,19/10/2004,,,1200,0,,,22.3,,,
83743,20/10/2004,,,0,,,23.8,,,21,79.5
83743,20/10/2004,,,1200,12.6,,,19.2,,,
83743,21/10/2004,,,0,,,24.5,,,21.48,78.75
83743,21/10/2004,,,1200,11,,,19.1,,,
83743,22/10/2004,,,0,,,28.5,,,23.04,63
83743,22/10/2004,,,1200,0.4,,,19.3,,,
83743,23/10/2004,,,0,,,31.1,,,24.36,63.25
83743,23/10/2004,,,1200,0,,,19.7,,,
83743,24/10/2004,,,0,,,34,,,25.72,66.5
83743,24/10/2004,,,1200,0,,,21,,,
83743,25/10/2004,,,0,,,33.4,,,26.4,74.25
83743,25/10/2004,,,1200,5.8,,,22.5,,,
83743,26/10/2004,,,0,,,26.5,,,24.28,78.75
83743,26/10/2004,,,1200,1.1,,,22.3,,,
83743,27/10/2004,,,0,,,32.7,,,25.06,74.75
83743,27/10/2004,,,1200,0,,,21.5,,,
83743,28/10/2004,,,0,,,25.3,,,21.94,67.25
83743,28/10/2004,,,1200,0.3,,,20.3,,,
83743,29/10/2004,,,0,,,27.4,,,23.22,65.5
83743,29/10/2004,,,1200,0,,,18.3,,,
83743,30/10/2004,,,0,,,31.5,,,26.4,62.5
83743,30/10/2004,,,1200,0,,,20.3,,,
83743,31/10/2004,,,0,,,38.4,,,29.46,55.5
83743,31/10/2004,,,1200,0,,,21.9,,,
83743,01/11/2004,,,0,,,32,,,27,82.25
83743,01/11/2004,,,1200,0,,,24.2,,,
83743,02/11/2004,,,0,,,30,,,26.46,76
83743,02/11/2004,,,1200,27.8,,,22.5,,,
83743,03/11/2004,,,0,,,36.6,,,29.14,62.75
83743,03/11/2004,,,1200,0,,,23.1,,,
83743,04/11/2004,,,0,,,36.8,,,30.36,74
83743,04/11/2004,,,1200,0,,,25,,,
83743,05/11/2004,,,0,,,40.5,,,30.06,83.75
83743,05/11/2004,,,1200,0,,,25.9,,,
83743,06/11/2004,,,0,,,35.7,,,28.88,73.25
83743,06/11/2004,,,1200,7,,,25.3,,,
83743,07/11/2004,,,0,,,25.7,,,20.84,88.75
83743,07/11/2004,,,1200,38.8,,,18.9,,,
83743,08/11/2004,,,0,,,22.9,,,20.94,79
83743,08/11/2004,,,1200,7.2,,,18.7,,,
83743,09/11/2004,,,0,,,28.2,,,23.66,72.5
83743,09/11/2004,,,1200,0.3,,,20.1,,,
83743,10/11/2004,,,0,,,35.2,,,27.62,64.75
83743,10/11/2004,,,1200,0,,,20.3,,,
83743,11/11/2004,,,0,,,37.8,,,31.12,54.5
83743,11/11/2004,,,1200,0,,,24.4,,,
83743,12/11/2004,,,0,,,33.5,,,28.54,53
83743,12/11/2004,,,1200,0,,,25.5,,,
83743,13/11/2004,,,0,,,29.7,,,25.08,64.75
83743,13/11/2004,,,1200,0,,,22.5,,,
83743,14/11/2004,,,0,,,25.5,,,23.16,67.75
83743,14/11/2004,,,1200,0.6,,,21.1,,,
83743,15/11/2004,,,0,,,31.3,,,26.42,64.5
83743,15/11/2004,,,1200,0,,,20.5,,,
83743,16/11/2004,,,0,,,27.3,,,23.68,90
83743,16/11/2004,,,1200,6.8,,,21.7,,,
83743,17/11/2004,,,0,,,29.4,,,26.3,75.75
83743,17/11/2004,,,1200,12.8,,,22.3,,,
83743,18/11/2004,,,0,,,27.7,,,25.34,81.25
83743,18/11/2004,,,1200,1,,,24,,,
83743,19/11/2004,,,0,,,25.5,,,23.02,78.75
83743,19/11/2004,,,1200,3.2,,,21.8,,,
83743,20/11/2004,,,0,,,28.4,,,23.74,69.5
83743,20/11/2004,,,1200,0.8,,,20.3,,,
83743,21/11/2004,,,0,,,25.7,,,22.44,71.5
83743,21/11/2004,,,1200,0,,,19.9,,,
83743,22/11/2004,,,0,,,27.8,,,24.46,64.5
83743,22/11/2004,,,1200,0,,,22.3,,,
83743,23/11/2004,,,0,,,28.5,,,24.3,63.5
83743,23/11/2004,,,1200,0,,,20.2,,,
83743,24/11/2004,,,0,,,30.7,,,24.7,91.25
83743,24/11/2004,,,1200,0,,,20,,,
83743,25/11/2004,,,0,,,33.4,,,27.62,61.25
83743,25/11/2004,,,1200,0,,,21.6,,,
83743,26/11/2004,,,0,,,35,,,29.36,69.25
83743,26/11/2004,,,1200,0,,,23.8,,,
83743,27/11/2004,,,0,,,36.4,,,28.22,67
83743,27/11/2004,,,1200,3.8,,,24,,,
83743,28/11/2004,,,0,,,29.3,,,25.74,87
83743,28/11/2004,,,1200,0,,,24.2,,,
83743,29/11/2004,,,0,,,25.7,,,23.22,78.75
83743,29/11/2004,,,1200,58.4,,,20.9,,,
83743,30/11/2004,,,0,,,28.4,,,24.1,73.25
83743,30/11/2004,,,1200,0,,,21.3,,,
83743,01/12/2004,,,0,,,26.4,,,23.8,76
83743,01/12/2004,,,1200,0,,,21.5,,,
83743,02/12/2004,,,0,,,26.6,,,23.66,77.5
83743,02/12/2004,,,1200,0,,,20.9,,,
83743,03/12/2004,,,0,,,28.9,,,24.52,78.75
83743,03/12/2004,,,1200,0.3,,,21.4,,,
83743,04/12/2004,,,0,,,33.6,,,27.32,74.75
83743,04/12/2004,,,1200,1.6,,,22.2,,,
83743,05/12/2004,,,0,,,34.5,,,28.74,66.5
83743,05/12/2004,,,1200,0.2,,,24.8,,,
83743,06/12/2004,,,0,,,32.6,,,28.26,67.75
83743,06/12/2004,,,1200,0,,,24.8,,,
83743,07/12/2004,,,0,,,33.5,,,27.54,77.75
83743,07/12/2004,,,1200,0,,,24.8,,,
83743,08/12/2004,,,0,,,35.8,,,29.7,64.75
83743,08/12/2004,,,1200,7.3,,,23.9,,,
83743,09/12/2004,,,0,,,35.4,,,29.38,71
83743,09/12/2004,,,1200,0,,,25.9,,,
83743,10/12/2004,,,0,,,28.6,,,25.02,74
83743,10/12/2004,,,1200,29.3,,,23.7,,,
83743,11/12/2004,,,0,,,24.7,,,22.76,84.75
83743,11/12/2004,,,1200,2.5,,,21.5,,,
83743,12/12/2004,,,0,,,29.8,,,24.68,67.25
83743,12/12/2004,,,1200,37.3,,,20.1,,,
83743,13/12/2004,,,0,,,30.8,,,25.42,69
83743,13/12/2004,,,1200,0,,,20.3,,,
83743,14/12/2004,,,0,,,30.3,,,25.76,69.75
83743,14/12/2004,,,1200,0,,,22.5,,,
83743,15/12/2004,,,0,,,30.4,,,26.7,68.75
83743,15/12/2004,,,1200,0,,,22.7,,,
83743,16/12/2004,,,0,,,35.7,,,29.02,65.5
83743,16/12/2004,,,1200,0,,,23.2,,,
83743,17/12/2004,,,0,,,37,,,30.32,61.25
83743,17/12/2004,,,1200,0,,,26,,,
83743,18/12/2004,,,0,,,32.6,,,28.04,75.5
83743,18/12/2004,,,1200,0,,,25.5,,,
83743,19/12/2004,,,0,,,30.1,,,27.62,78.25
83743,19/12/2004,,,1200,0.2,,,25.3,,,
83743,20/12/2004,,,0,,,35,,,28.46,72
83743,20/12/2004,,,1200,0,,,25.5,,,
83743,21/12/2004,,,0,,,28.6,,,25.72,77.25
83743,21/12/2004,,,1200,12.1,,,23.6,,,
83743,22/12/2004,,,0,,,25.4,,,22.64,83.5
83743,22/12/2004,,,1200,4.1,,,20.9,,,
83743,23/12/2004,,,0,,,23.7,,,22.32,89.5
83743,23/12/2004,,,1200,24.5,,,20.1,,,
83743,24/12/2004,,,0,,,30.7,,,24.84,82.75
83743,24/12/2004,,,1200,18.2,,,22.1,,,
83743,25/12/2004,,,0,,,30,,,25.66,76.75
83743,25/12/2004,,,1200,2.5,,,22.3,,,
83743,26/12/2004,,,0,,,36,,,27.24,76.5
83743,26/12/2004,,,1200,0,,,23.4,,,
83743,27/12/2004,,,0,,,30.7,,,26.88,68.25
83743,27/12/2004,,,1200,4.9,,,23.4,,,
83743,28/12/2004,,,0,,,29.8,,,26.16,72.25
83743,28/12/2004,,,1200,0,,,24.1,,,
83743,29/12/2004,,,0,,,30.7,,,26.82,71.25
83743,29/12/2004,,,1200,0,,,24,,,
83743,30/12/2004,,,0,,,32,,,28,73.25
83743,30/12/2004,,,1200,0,,,24.6,,,
83743,31/12/2004,,,0,,,33.4,,,28.54,74
83743,31/12/2004,,,1200,0,,,25.5,,,
83743,01/01/2005,,,0,,,33.5,,,28.56,70.5
83743,01/01/2005,,,1200,0,,,25.3,,,
83743,02/01/2005,,,0,,,33.6,,,28.44,71.25
83743,02/01/2005,,,1200,0,,,24.5,,,
83743,03/01/2005,,,0,,,34.4,,,29,57.75
83743,03/01/2005,,,1200,0,,,24.1,,,
83743,04/01/2005,,,0,,,35.2,,,29.86,57.25
83743,04/01/2005,,,1200,0,,,25.3,,,
83743,05/01/2005,,,0,,,31.7,,,28.12,69.25
83743,05/01/2005,,,1200,1.7,,,25.7,,,
83743,06/01/2005,,,0,,,34.9,,,30.12,61.75
83743,06/01/2005,,,1200,2.7,,,25.5,,,
83743,07/01/2005,,,0,,,36.5,,,29.96,70.5
83743,07/01/2005,,,1200,0,,,26.9,,,
83743,08/01/2005,,,0,,,34.4,,,28.74,71.5
83743,08/01/2005,,,1200,2.2,,,25.5,,,
83743,09/01/2005,,,0,,,38,,,29.1,72.75
83743,09/01/2005,,,1200,0,,,25.2,,,
83743,10/01/2005,,,0,,,39.4,,,31.94,53.5
83743,10/01/2005,,,1200,0,,,25.9,,,
83743,11/01/2005,,,0,,,32.4,,,26.34,85.25
83743,11/01/2005,,,1200,22.7,,,24.2,,,
83743,12/01/2005,,,0,,,26.3,,,24.58,84
83743,12/01/2005,,,1200,23.3,,,23.4,,,
83743,13/01/2005,,,0,,,29.4,,,25.34,73.75
83743,13/01/2005,,,1200,0.4,,,22.1,,,
83743,14/01/2005,,,0,,,29.8,,,25.76,73.75
83743,14/01/2005,,,1200,0,,,22.1,,,
83743,15/01/2005,,,0,,,38.7,,,31.1,55.25
83743,15/01/2005,,,1200,0,,,23.2,,,
83743,16/01/2005,,,0,,,39.8,,,32.26,55.75
83743,16/01/2005,,,1200,0,,,28.1,,,
83743,17/01/2005,,,0,,,31,,,27.92,74.5
83743,17/01/2005,,,1200,0,,,26.3,,,
83743,18/01/2005,,,0,,,32,,,27.16,82.25
83743,18/01/2005,,,1200,0,,,25,,,
83743,19/01/2005,,,0,,,29.7,,,27.3,76.5
83743,19/01/2005,,,1200,24.9,,,24.8,,,
83743,20/01/2005,,,0,,,35.7,,,29.58,69.75
83743,20/01/2005,,,1200,0,,,25.9,,,
83743,21/01/2005,,,0,,,31.4,,,28.28,78
83743,21/01/2005,,,1200,3.7,,,26.4,,,
83743,22/01/2005,,,0,,,32.8,,,27.86,79
83743,22/01/2005,,,1200,0,,,25.5,,,
83743,23/01/2005,,,0,,,30.3,,,26.76,79.5
83743,23/01/2005,,,1200,27.5,,,24.3,,,
83743,24/01/2005,,,0,,,32.6,,,27.78,72
83743,24/01/2005,,,1200,0,,,24.2,,,
83743,25/01/2005,,,0,,,38.7,,,29.94,68.75
83743,25/01/2005,,,1200,1,,,25,,,
83743,26/01/2005,,,0,,,28.6,,,23.12,87.25
83743,26/01/2005,,,1200,44.4,,,20.9,,,
83743,27/01/2005,,,0,,,22.7,,,20.96,89.25
83743,27/01/2005,,,1200,15,,,20.3,,,
83743,28/01/2005,,,0,,,24.2,,,22.46,83
83743,28/01/2005,,,1200,3.5,,,20.1,,,
83743,29/01/2005,,,0,,,28.9,,,25.14,75.25
83743,29/01/2005,,,1200,2.6,,,22,,,
83743,30/01/2005,,,0,,,31.9,,,26.14,78
83743,30/01/2005,,,1200,1.5,,,23.2,,,
83743,31/01/2005,,,0,,,26.9,,,23.9,88.25
83743,31/01/2005,,,1200,3.8,,,22.3,,,
83743,01/02/2005,,,0,,,29,,,25.14,80.75
83743,01/02/2005,,,1200,5.2,,,22.7,,,
83743,02/02/2005,,,0,,,30.6,,,25.96,78.75
83743,02/02/2005,,,1200,1.1,,,22.9,,,
83743,03/02/2005,,,0,,,32.3,,,27.5,72.25
83743,03/02/2005,,,1200,1.2,,,23.4,,,
83743,04/02/2005,,,0,,,28,,,25.32,86.5
83743,04/02/2005,,,1200,106,,,23.2,,,
83743,05/02/2005,,,0,,,27.5,,,24.6,83.75
83743,05/02/2005,,,1200,10,,,22.1,,,
83743,06/02/2005,,,0,,,29.7,,,25.12,71.25
83743,06/02/2005,,,1200,4.6,,,22.1,,,
83743,07/02/2005,,,0,,,29.5,,,24.92,67
83743,07/02/2005,,,1200,0.6,,,20.9,,,
83743,08/02/2005,,,0,,,30,,,25.3,69.5
83743,08/02/2005,,,1200,0,,,21.5,,,
83743,09/02/2005,,,0,,,29.3,,,25.42,67.5
83743,09/02/2005,,,1200,0,,,21.8,,,
83743,10/02/2005,,,0,,,33.2,,,26.46,65.25
83743,10/02/2005,,,1200,0,,,21.9,,,
83743,11/02/2005,,,0,,,37.7,,,29.46,49.25
83743,11/02/2005,,,1200,0,,,22,,,
83743,12/02/2005,,,0,,,30.6,,,25.22,80.5
83743,12/02/2005,,,1200,36.7,,,22,,,
83743,13/02/2005,,,0,,,29.9,,,25.68,75.25
83743,13/02/2005,,,1200,0.4,,,22.3,,,
83743,14/02/2005,,,0,,,31.2,,,26.72,68
83743,14/02/2005,,,1200,0,,,23.2,,,
83743,15/02/2005,,,0,,,33.2,,,27.48,57.5
83743,15/02/2005,,,1200,0,,,23.2,,,
83743,16/02/2005,,,0,,,32.4,,,27.08,71.25
83743,16/02/2005,,,1200,0,,,23.6,,,
83743,17/02/2005,,,0,,,32.7,,,28.22,71.75
83743,17/02/2005,,,1200,0,,,24.4,,,
83743,18/02/2005,,,0,,,33.4,,,28.44,74
83743,18/02/2005,,,1200,0,,,25.2,,,
83743,19/02/2005,,,0,,,33.9,,,28.74,70.75
83743,19/02/2005,,,1200,0,,,26,,,
83743,20/02/2005,,,0,,,30.4,,,26.92,73.25
83743,20/02/2005,,,1200,0,,,24.8,,,
83743,21/02/2005,,,0,,,30.4,,,25.98,73.75
83743,21/02/2005,,,1200,8.3,,,23.2,,,
83743,22/02/2005,,,0,,,31.6,,,26.38,69.75
83743,22/02/2005,,,1200,2,,,22.5,,,
83743,23/02/2005,,,0,,,33.8,,,28.32,68.25
83743,23/02/2005,,,1200,0,,,23.6,,,
83743,24/02/2005,,,0,,,34.4,,,29.04,73.25
83743,24/02/2005,,,1200,0,,,25.9,,,
83743,25/02/2005,,,0,,,33.9,,,29.34,72.25
83743,25/02/2005,,,1200,0,,,26.4,,,
83743,26/02/2005,,,0,,,38,,,30.74,64.5
83743,26/02/2005,,,1200,0,,,27.1,,,
83743,27/02/2005,,,0,,,36.4,,,30.6,65.75
83743,27/02/2005,,,1200,0,,,26.6,,,
83743,28/02/2005,,,0,,,34.8,,,28.94,73.75
83743,28/02/2005,,,1200,1.7,,,25.5,,,
83743,01/03/2005,,,0,,,32.6,,,28.12,72
83743,01/03/2005,,,1200,0,,,26.3,,,
83743,02/03/2005,,,0,,,30.5,,,26.2,75.5
83743,02/03/2005,,,1200,0.7,,,23.7,,,
83743,03/03/2005,,,0,,,25.3,,,22.66,89
83743,03/03/2005,,,1200,16.7,,,21.1,,,
83743,04/03/2005,,,0,,,27.5,,,23.82,77.5
83743,04/03/2005,,,1200,46.1,,,21.1,,,
83743,05/03/2005,,,0,,,28,,,25,76.25
83743,05/03/2005,,,1200,0,,,22,,,
83743,06/03/2005,,,0,,,31,,,25.66,74.25
83743,06/03/2005,,,1200,2,,,22.3,,,
83743,07/03/2005,,,0,,,31.7,,,26.86,74.75
83743,07/03/2005,,,1200,0,,,23.4,,,
83743,08/03/2005,,,0,,,33.5,,,28.14,74.5
83743,08/03/2005,,,1200,0,,,24.3,,,
83743,09/03/2005,,,0,,,36,,,29.26,72.5
83743,09/03/2005,,,1200,0,,,25.3,,,
83743,10/03/2005,,,0,,,34.3,,,28.64,71.25
83743,10/03/2005,,,1200,0,,,25.9,,,
83743,11/03/2005,,,0,,,34.2,,,29.02,73.75
83743,11/03/2005,,,1200,0,,,25.9,,,
83743,12/03/2005,,,0,,,34.6,,,29,73.5
83743,12/03/2005,,,1200,0,,,26,,,
83743,13/03/2005,,,0,,,32.9,,,28.56,75
83743,13/03/2005,,,1200,0,,,25.5,,,
83743,14/03/2005,,,0,,,39.3,,,32.04,56
83743,14/03/2005,,,1200,0,,,25.8,,,
83743,15/03/2005,,,0,,,40,,,32.6,63.25
83743,15/03/2005,,,1200,0,,,29.5,,,
83743,16/03/2005,,,0,,,38.5,,,32.46,58.5
83743,16/03/2005,,,1200,0.5,,,28.2,,,
83743,17/03/2005,,,0,,,35.4,,,28.62,80.75
83743,17/03/2005,,,1200,0,,,25.5,,,
83743,18/03/2005,,,0,,,34.1,,,27.86,82.75
83743,18/03/2005,,,1200,1.5,,,25.4,,,
83743,19/03/2005,,,0,,,31.8,,,27.08,81
83743,19/03/2005,,,1200,4.8,,,25,,,
83743,20/03/2005,,,0,,,31.5,,,26.58,81.75
83743,20/03/2005,,,1200,10.3,,,23.3,,,
83743,21/03/2005,,,0,,,33.2,,,27.98,76.75
83743,21/03/2005,,,1200,0.6,,,24.9,,,
83743,22/03/2005,,,0,,,36.4,,,29.34,73.5
83743,22/03/2005,,,1200,1.8,,,24.5,,,
83743,23/03/2005,,,0,,,37,,,29.7,75.25
83743,23/03/2005,,,1200,0,,,26.3,,,
83743,24/03/2005,,,0,,,32,,,27.62,83
83743,24/03/2005,,,1200,1.6,,,25.5,,,
83743,25/03/2005,,,0,,,26.4,,,24.54,82.25
83743,25/03/2005,,,1200,30.7,,,23.4,,,
83743,26/03/2005,,,0,,,24.9,,,23.48,84.75
83743,26/03/2005,,,1200,22.4,,,22.5,,,
83743,27/03/2005,,,0,,,29.5,,,25.38,74.5
83743,27/03/2005,,,1200,2,,,22,,,
83743,28/03/2005,,,0,,,30.6,,,26.22,70.5
83743,28/03/2005,,,1200,0,,,23.1,,,
83743,29/03/2005,,,0,,,32.4,,,27.06,70.5
83743,29/03/2005,,,1200,0,,,22.7,,,
83743,30/03/2005,,,0,,,35,,,28.18,69.75
83743,30/03/2005,,,1200,0,,,23.4,,,
83743,31/03/2005,,,0,,,33.5,,,28.02,71
83743,31/03/2005,,,1200,0,,,24.2,,,
83743,01/04/2005,,,0,,,36.2,,,28.98,64.25
83743,01/04/2005,,,1200,0,,,24.2,,,
83743,02/04/2005,,,0,,,38.2,,,30.72,59.25
83743,02/04/2005,,,1200,0,,,24.8,,,
83743,03/04/2005,,,0,,,39.3,,,31.36,60
83743,03/04/2005,,,1200,0,,,26.4,,,
83743,04/04/2005,,,0,,,36,,,29.82,70
83743,04/04/2005,,,1200,0,,,27.5,,,
83743,05/04/2005,,,0,,,28.8,,,26.72,86
83743,05/04/2005,,,1200,1.9,,,25.3,,,
83743,06/04/2005,,,0,,,32.5,,,27.56,78.5
83743,06/04/2005,,,1200,0,,,25.3,,,
83743,07/04/2005,,,0,,,33,,,27.9,76.75
83743,07/04/2005,,,1200,0.5,,,24.8,,,
83743,08/04/2005,,,0,,,37,,,29.76,68.5
83743,08/04/2005,,,1200,0,,,25,,,
83743,09/04/2005,,,0,,,34.4,,,28.44,75.25
83743,09/04/2005,,,1200,0,,,26,,,
83743,10/04/2005,,,0,,,34.2,,,28.12,74.75
83743,10/04/2005,,,1200,0,,,25,,,
83743,11/04/2005,,,0,,,36.2,,,29.36,68.25
83743,11/04/2005,,,1200,0,,,24.3,,,
83743,12/04/2005,,,0,,,37.5,,,29.84,64.75
83743,12/04/2005,,,1200,0,,,25.3,,,
83743,13/04/2005,,,0,,,34.7,,,28,74.75
83743,13/04/2005,,,1200,0,,,25.2,,,
83743,14/04/2005,,,0,,,33.5,,,27.9,71.25
83743,14/04/2005,,,1200,0,,,24.4,,,
83743,15/04/2005,,,0,,,37.7,,,29.82,62
83743,15/04/2005,,,1200,0,,,24.2,,,
83743,16/04/2005,,,0,,,36.6,,,29.34,65.75
83743,16/04/2005,,,1200,0,,,24.4,,,
83743,17/04/2005,,,0,,,30.5,,,25.6,80
83743,17/04/2005,,,1200,8.8,,,22.9,,,
83743,18/04/2005,,,0,,,27.2,,,25.14,81
83743,18/04/2005,,,1200,15.6,,,23.1,,,
83743,19/04/2005,,,0,,,32.2,,,26.84,73.75
83743,19/04/2005,,,1200,1.2,,,22.9,,,
83743,20/04/2005,,,0,,,33.5,,,27.12,74.25
83743,20/04/2005,,,1200,0,,,23.6,,,
83743,21/04/2005,,,0,,,30.7,,,26.24,80
83743,21/04/2005,,,1200,0,,,24.2,,,
83743,22/04/2005,,,0,,,28,,,24.38,75.25
83743,22/04/2005,,,1200,35,,,20.4,,,
83743,23/04/2005,,,0,,,29.2,,,25.4,78.75
83743,23/04/2005,,,1200,0.2,,,22,,,
83743,24/04/2005,,,0,,,28.8,,,25.54,77.25
83743,24/04/2005,,,1200,9.2,,,22.3,,,
83743,25/04/2005,,,0,,,33.5,,,27.18,66.5
83743,25/04/2005,,,1200,0,,,22.7,,,
83743,26/04/2005,,,0,,,27.9,,,22.32,84
83743,26/04/2005,,,1200,25.5,,,20.1,,,
83743,27/04/2005,,,0,,,23.3,,,21.28,78.5
83743,27/04/2005,,,1200,9.9,,,18.5,,,
83743,28/04/2005,,,0,,,26.2,,,22.88,77
83743,28/04/2005,,,1200,0.3,,,19.6,,,
83743,29/04/2005,,,0,,,27,,,24,82.5
83743,29/04/2005,,,1200,1.4,,,21.3,,,
83743,30/04/2005,,,0,,,26,,,23.16,78.75
83743,30/04/2005,,,1200,0.2,,,21,,,
83743,01/05/2005,,,0,,,25.7,,,21.42,82.75
83743,01/05/2005,,,1200,11.5,,,18.8,,,
83743,02/05/2005,,,0,,,26.5,,,22.8,68.5
83743,02/05/2005,,,1200,9.3,,,21.3,,,
83743,03/05/2005,,,0,,,27.3,,,22,75
83743,03/05/2005,,,1200,10.1,,,18,,,
83743,04/05/2005,,,0,,,27.8,,,22.8,71
83743,04/05/2005,,,1200,1,,,18.2,,,
83743,05/05/2005,,,0,,,28.6,,,23.78,71.25
83743,05/05/2005,,,1200,0,,,20.2,,,
83743,06/05/2005,,,0,,,29.2,,,24.18,73
83743,06/05/2005,,,1200,0,,,20.7,,,
83743,07/05/2005,,,0,,,32.3,,,25.48,71
83743,07/05/2005,,,1200,0,,,21.3,,,
83743,08/05/2005,,,0,,,30.5,,,25.22,77.75
83743,08/05/2005,,,1200,0,,,21.9,,,
83743,09/05/2005,,,0,,,30.2,,,25.76,74.5
83743,09/05/2005,,,1200,0.1,,,23.2,,,
83743,10/05/2005,,,0,,,30.8,,,26.06,74.75
83743,10/05/2005,,,1200,0,,,22.4,,,
83743,11/05/2005,,,0,,,33.5,,,26.66,76.25
83743,11/05/2005,,,1200,0,,,22.8,,,
83743,12/05/2005,,,0,,,32.3,,,27.12,74.75
83743,12/05/2005,,,1200,0,,,23.9,,,
83743,13/05/2005,,,0,,,33.8,,,27.16,69.75
83743,13/05/2005,,,1200,0,,,22.8,,,
83743,14/05/2005,,,0,,,33.6,,,26.94,69.5
83743,14/05/2005,,,1200,0,,,22.2,,,
83743,15/05/2005,,,0,,,34.9,,,27.58,69.25
83743,15/05/2005,,,1200,0,,,22.9,,,
83743,16/05/2005,,,0,,,34.5,,,27.96,66.25
83743,16/05/2005,,,1200,0,,,23.3,,,
83743,17/05/2005,,,0,,,34.7,,,28.02,63.75
83743,17/05/2005,,,1200,0,,,23.9,,,
83743,18/05/2005,,,0,,,31.8,,,26.64,69.25
83743,18/05/2005,,,1200,0,,,23.6,,,
83743,19/05/2005,,,0,,,34.8,,,27.7,70.25
83743,19/05/2005,,,1200,0,,,23.9,,,
83743,20/05/2005,,,0,,,33.5,,,27.06,76.25
83743,20/05/2005,,,1200,0,,,23.6,,,
83743,21/05/2005,,,0,,,34.6,,,28.32,64
83743,21/05/2005,,,1200,0,,,24,,,
83743,22/05/2005,,,0,,,27.8,,,22.22,90
83743,22/05/2005,,,1200,14,,,20.1,,,
83743,23/05/2005,,,0,,,23.9,,,21.72,82.5
83743,23/05/2005,,,1200,14.1,,,19.7,,,
83743,24/05/2005,,,0,,,28.8,,,24.76,76.5
83743,24/05/2005,,,1200,0,,,20.4,,,
83743,25/05/2005,,,0,,,26.2,,,22.82,82
83743,25/05/2005,,,1200,5.6,,,20.1,,,
83743,26/05/2005,,,0,,,25.8,,,22.56,72
83743,26/05/2005,,,1200,17.8,,,20.8,,,
83743,27/05/2005,,,0,,,27.5,,,22.78,70.5
83743,27/05/2005,,,1200,0,,,18.6,,,
83743,28/05/2005,,,0,,,29.5,,,22.96,70.5
83743,28/05/2005,,,1200,0,,,18.3,,,
83743,29/05/2005,,,0,,,31,,,23.9,72
83743,29/05/2005,,,1200,0,,,19.1,,,
83743,30/05/2005,,,0,,,28.4,,,24.42,78.5
83743,30/05/2005,,,1200,0,,,20.8,,,
83743,31/05/2005,,,0,,,30.4,,,25.12,74.75
83743,31/05/2005,,,1200,0,,,21.7,,,
