Estacao,Date,Data2,Day,Hora,Precipitacao,total_precip,TempMaxima,TempMinima,min temp,Temp Comp Media,Umidade Relativa Media
83743,15/08/2009,,,1200,0,,,18.6,,,
83743,16/08/2009,,,0,,,33.3,,,25.3,63.5
83743,16/08/2009,,,1200,0,,,20,,,
83743,17/08/2009,,,0,,,34.2,,,26.8,57.5
83743,17/08/2009,,,1200,0,,,21,,,
83743,18/08/2009,,,0,,,31.5,,,25.8,62.25
83743,18/08/2009,,,1200,0,,,22.1,,,
83743,19/08/2009,,,0,,,29,,,24.84,73
83743,19/08/2009,,,1200,0,,,21.8,,,
83743,20/08/2009,,,0,,,26,,,22.82,85
83743,20/08/2009,,,1200,2.7,,,21.7,,,
83743,21/08/2009,,,0,,,22.6,,,19.48,82.25
83743,21/08/2009,,,1200,4.8,,,17.4,,,
83743,22/08/2009,,,0,,,20.4,,,18.58,77.25
83743,22/08/2009,,,1200,2.8,,,16.7,,,
83743,23/08/2009,,,0,,,28.2,,,22.06,64.5
83743,23/08/2009,,,1200,1,,,16,,,
83743,24/08/2009,,,0,,,24.7,,,21.78,76.5
83743,24/08/2009,,,1200,0.2,,,18.3,,,
83743,25/08/2009,,,0,,,24.1,,,21.04,84
83743,25/08/2009,,,1200,2.5,,,18.9,,,
83743,26/08/2009,,,0,,,23.5,,,20.7,79.25
83743,26/08/2009,,,1200,8.8,,,17,,,
83743,27/08/2009,,,0,,,26.5,,,21.38,72.75
83743,27/08/2009,,,1200,0.5,,,16,,,
83743,28/08/2009,,,0,,,28.5,,,22.28,75.25
83743,28/08/2009,,,1200,0,,,18.3,,,
83743,29/08/2009,,,0,,,28.2,,,22.62,74.5
83743,29/08/2009,,,1200,0,,,18.9,,,
83743,30/08/2009,,,0,,,28.2,,,22.7,68
83743,30/08/2009,,,1200,0,,,18,,,
83743,31/08/2009,,,0,,,31.2,,,24.48,62.25
83743,31/08/2009,,,1200,0,,,18.2,,,
83743,01/09/2009,,,0,,,35.3,,,27.08,58.5
83743,01/09/2009,,,1200,0,,,20.3,,,
83743,02/09/2009,,,0,,,35,,,27.58,59.25
83743,02/09/2009,,,1200,0,,,22.9,,,
83743,03/09/2009,,,0,,,37,,,28.5,60.25
83743,03/09/2009,,,1200,0,,,21.5,,,
83743,04/09/2009,,,0,,,31,,,25.74,71
83743,04/09/2009,,,1200,0,,,21.1,,,
83743,05/09/2009,,,0,,,30.5,,,24.62,79
83743,05/09/2009,,,1200,0,,,19.2,,,
83743,06/09/2009,,,0,,,26,,,23.68,90.25
83743,06/09/2009,,,1200,0,,,22.5,,,
83743,07/09/2009,,,0,,,36.3,,,28.6,65.25
83743,07/09/2009,,,1200,10.6,,,23.4,,,
83743,08/09/2009,,,0,,,34.3,,,27.38,65
83743,08/09/2009,,,1200,0,,,24.6,,,
83743,09/09/2009,,,0,,,34,,,27.76,67.5
83743,09/09/2009,,,1200,5.2,,,22.4,,,
83743,10/09/2009,,,0,,,30.2,,,25.86,74.25
83743,10/09/2009,,,1200,0,,,23.7,,,
83743,11/09/2009,,,0,,,30.3,,,24.82,81.5
83743,11/09/2009,,,1200,24.8,,,22.4,,,
83743,12/09/2009,,,0,,,30.7,,,25.56,74.25
83743,12/09/2009,,,1200,0,,,22,,,
83743,13/09/2009,,,0,,,37.3,,,28.92,55
83743,13/09/2009,,,1200,0,,,22,,,
83743,14/09/2009,,,0,,,31,,,24.08,76.25
83743,14/09/2009,,,1200,0,,,20.4,,,
83743,15/09/2009,,,0,,,23.9,,,22.12,76.75
83743,15/09/2009,,,1200,5,,,20.3,,,
83743,16/09/2009,,,0,,,26,,,22.06,71.25
83743,16/09/2009,,,1200,0.2,,,17.9,,,
83743,17/09/2009,,,0,,,27.7,,,22.88,69.75
83743,17/09/2009,,,1200,0,,,19.7,,,
83743,18/09/2009,,,0,,,30.3,,,25.36,70.25
83743,18/09/2009,,,1200,0,,,20.9,,,
83743,19/09/2009,,,0,,,31.5,,,25.96,73.5
83743,19/09/2009,,,1200,0,,,22.3,,,
83743,20/09/2009,,,0,,,30,,,24.9,81.75
83743,20/09/2009,,,1200,0,,,22.5,,,
83743,21/09/2009,,,0,,,23.7,,,20.74,86.25
83743,21/09/2009,,,1200,3.4,,,18.4,,,
83743,22/09/2009,,,0,,,25.8,,,22.24,81.75
83743,22/09/2009,,,1200,32.1,,,18.2,,,
83743,23/09/2009,,,0,,,29.5,,,25.2,67.5
83743,23/09/2009,,,1200,0,,,17.5,,,
83743,24/09/2009,,,0,,,27.9,,,22.04,81
83743,24/09/2009,,,1200,1.6,,,19.9,,,
83743,25/09/2009,,,0,,,23.9,,,20.98,68.5
83743,25/09/2009,,,1200,1.4,,,18,,,
83743,26/09/2009,,,0,,,29.8,,,23.88,64.75
83743,26/09/2009,,,1200,0,,,19,,,
83743,27/09/2009,,,0,,,35.7,,,27.78,61
83743,27/09/2009,,,1200,0,,,20.2,,,
83743,28/09/2009,,,0,,,35.6,,,26.34,62.25
83743,28/09/2009,,,1200,0,,,21.9,,,
83743,29/09/2009,,,0,,,26.6,,,23.5,74.5
83743,29/09/2009,,,1200,0,,,21.1,,,
83743,30/09/2009,,,0,,,22.5,,,19.16,85.25
83743,30/09/2009,,,1200,2.6,,,17.9,,,
83743,01/10/2009,,,0,,,25.5,,,20.78,66
83743,01/10/2009,,,1200,3,,,17,,,
83743,02/10/2009,,,0,,,29.2,,,24.24,68.25
83743,02/10/2009,,,1200,0,,,19,,,
83743,03/10/2009,,,0,,,28.4,,,24.86,75
83743,03/10/2009,,,1200,0,,,21.5,,,
83743,04/10/2009,,,0,,,26.1,,,23.96,81.75
83743,04/10/2009,,,1200,0,,,21.9,,,
83743,05/10/2009,,,0,,,29.4,,,24.7,75.25
83743,05/10/2009,,,1200,0,,,20.9,,,
83743,06/10/2009,,,0,,,34.3,,,26.48,73
83743,06/10/2009,,,1200,0,,,21.3,,,
83743,07/10/2009,,,0,,,28.5,,,25.38,76
83743,07/10/2009,,,1200,0,,,23.4,,,
83743,08/10/2009,,,0,,,25.3,,,22.58,91.5
83743,08/10/2009,,,1200,8.8,,,21.4,,,
83743,09/10/2009,,,0,,,21.9,,,20.68,91.5
83743,09/10/2009,,,1200,33.4,,,19.5,,,
83743,10/10/2009,,,0,,,22.3,,,20.02,87.75
83743,10/10/2009,,,1200,42.2,,,18.9,,,
83743,11/10/2009,,,0,,,28.8,,,23.82,73.75
83743,11/10/2009,,,1200,3.4,,,19.7,,,
83743,12/10/2009,,,0,,,36.3,,,29.08,59
83743,12/10/2009,,,1200,0,,,20.9,,,
83743,13/10/2009,,,0,,,31.8,,,25.74,68.5
83743,13/10/2009,,,1200,0.3,,,21.7,,,
83743,14/10/2009,,,0,,,30,,,25.18,76.25
83743,14/10/2009,,,1200,0.4,,,21.1,,,
83743,15/10/2009,,,0,,,29.5,,,25.4,76.5
83743,15/10/2009,,,1200,0,,,23.1,,,
83743,16/10/2009,,,0,,,27.5,,,24.18,77.25
83743,16/10/2009,,,1200,6.4,,,22.8,,,
83743,17/10/2009,,,0,,,26.3,,,23.2,89.25
83743,17/10/2009,,,1200,2.5,,,21.3,,,
83743,18/10/2009,,,0,,,31.3,,,25.16,76.75
83743,18/10/2009,,,1200,7.3,,,21.2,,,
83743,19/10/2009,,,0,,,30.6,,,25.44,82.75
83743,19/10/2009,,,1200,0.1,,,23.2,,,
83743,20/10/2009,,,0,,,30,,,25.38,75.25
83743,20/10/2009,,,1200,39.1,,,22.5,,,
83743,21/10/2009,,,0,,,30.4,,,25.38,76.25
83743,21/10/2009,,,1200,0,,,22.5,,,
83743,22/10/2009,,,0,,,33,,,26.64,66.75
83743,22/10/2009,,,1200,0,,,23.2,,,
83743,23/10/2009,,,0,,,30,,,24.86,73.25
83743,23/10/2009,,,1200,1.9,,,22.1,,,
83743,24/10/2009,,,0,,,33.1,,,27.4,66.75
83743,24/10/2009,,,1200,0,,,22,,,
83743,25/10/2009,,,0,,,33.4,,,27.44,73
83743,25/10/2009,,,1200,0,,,24.2,,,
83743,26/10/2009,,,0,,,32,,,27.16,76
83743,26/10/2009,,,1200,0,,,24.4,,,
83743,27/10/2009,,,0,,,28,,,24.92,85.75
83743,27/10/2009,,,1200,6.1,,,23.4,,,
83743,28/10/2009,,,0,,,26.9,,,24.6,85
83743,28/10/2009,,,1200,15.7,,,22.7,,,
83743,29/10/2009,,,0,,,27.4,,,24.72,83.25
83743,29/10/2009,,,1200,3.1,,,22.5,,,
83743,30/10/2009,,,0,,,29,,,25.62,71.75
83743,30/10/2009,,,1200,3,,,22.3,,,
83743,31/10/2009,,,0,,,29.2,,,25.74,75.25
83743,31/10/2009,,,1200,0,,,22.9,,,
83743,01/11/2009,,,0,,,27,,,24.58,86.75
83743,01/11/2009,,,1200,0.7,,,22.9,,,
83743,02/11/2009,,,0,,,31.8,,,27.06,76
83743,02/11/2009,,,1200,9.5,,,23.1,,,
83743,03/11/2009,,,0,,,35.6,,,29.72,67.25
83743,03/11/2009,,,1200,0,,,24.4,,,
83743,04/11/2009,,,0,,,36.5,,,29.68,70.75
83743,04/11/2009,,,1200,0,,,25.7,,,
83743,05/11/2009,,,0,,,40.2,,,32.66,56.25
83743,05/11/2009,,,1200,7.1,,,25.9,,,
83743,06/11/2009,,,0,,,39.3,,,33.16,52
83743,06/11/2009,,,1200,0,,,28.1,,,
83743,07/11/2009,,,0,,,40.2,,,33.3,53
83743,07/11/2009,,,1200,0,,,25.5,,,
83743,08/11/2009,,,0,,,38,,,31.76,64.5
83743,08/11/2009,,,1200,0,,,28.6,,,
83743,09/11/2009,,,0,,,33.4,,,29,72.5
83743,09/11/2009,,,1200,3.1,,,26.5,,,
83743,10/11/2009,,,0,,,33.6,,,28.02,82.5
83743,10/11/2009,,,1200,4.5,,,25.7,,,
83743,11/11/2009,,,0,,,33.9,,,27.92,82.5
83743,11/11/2009,,,1200,8.6,,,25.2,,,
83743,12/11/2009,,,0,,,31.7,,,27.66,77.25
83743,12/11/2009,,,1200,13.5,,,24.8,,,
83743,13/11/2009,,,0,,,33.7,,,28.48,75.5
83743,13/11/2009,,,1200,13.5,,,25.5,,,
83743,14/11/2009,,,0,,,37.6,,,31.28,63
83743,14/11/2009,,,1200,0,,,25,,,
83743,15/11/2009,,,0,,,35.2,,,30.2,67.75
83743,15/11/2009,,,1200,0,,,27.7,,,
83743,16/11/2009,,,0,,,30.9,,,26.1,74.5
83743,16/11/2009,,,1200,43.4,,,23.8,,,
83743,17/11/2009,,,0,,,31.5,,,26.16,63
83743,17/11/2009,,,1200,6.4,,,21.5,,,
83743,18/11/2009,,,0,,,35.8,,,28.34,60.75
83743,18/11/2009,,,1200,0,,,22.3,,,
83743,19/11/2009,,,0,,,40.5,,,33.26,47.5
83743,19/11/2009,,,1200,0,,,24.6,,,
83743,20/11/2009,,,0,,,37,,,31.48,63
83743,20/11/2009,,,1200,0,,,28.6,,,
83743,21/11/2009,,,0,,,35.4,,,30.28,70
83743,21/11/2009,,,1200,0,,,26.6,,,
83743,22/11/2009,,,0,,,40.5,,,33.14,57.25
83743,22/11/2009,,,1200,0,,,25.9,,,
83743,23/11/2009,,,0,,,37.6,,,31.7,59.75
83743,23/11/2009,,,1200,0,,,28.5,,,
83743,24/11/2009,,,0,,,33.3,,,28.32,77.5
83743,24/11/2009,,,1200,0,,,26.3,,,
83743,25/11/2009,,,0,,,35.6,,,27.66,78.25
83743,25/11/2009,,,1200,4.5,,,24.7,,,
83743,26/11/2009,,,0,,,36,,,30.08,67.25
83743,26/11/2009,,,1200,13.8,,,24.6,,,
83743,27/11/2009,,,0,,,35.9,,,30.5,67.25
83743,27/11/2009,,,1200,0,,,27,,,
83743,28/11/2009,,,0,,,35,,,30.44,65
83743,28/11/2009,,,1200,0,,,27.2,,,
83743,29/11/2009,,,0,,,33.7,,,29.78,66.5
83743,29/11/2009,,,1200,0,,,28.3,,,
83743,30/11/2009,,,0,,,33.5,,,28.62,69.25
83743,30/11/2009,,,1200,3.5,,,25.2,,,
83743,01/12/2009,,,0,,,34.2,,,29.5,68.75
83743,01/12/2009,,,1200,0,,,26.3,,,
83743,02/12/2009,,,0,,,34,,,29.82,69
83743,02/12/2009,,,1200,0,,,26.3,,,
83743,03/12/2009,,,0,,,35.6,,,29.74,73
83743,03/12/2009,,,1200,0,,,26.9,,,
83743,04/12/2009,,,0,,,28.5,,,23.54,88.75
83743,04/12/2009,,,1200,8.8,,,21,,,
83743,05/12/2009,,,0,,,23.5,,,22.24,87.25
83743,05/12/2009,,,1200,42.7,,,20.7,,,
83743,06/12/2009,,,0,,,29,,,25.04,76
83743,06/12/2009,,,1200,7,,,20.9,,,
83743,07/12/2009,,,0,,,32.5,,,27.2,74.5
83743,07/12/2009,,,1200,0,,,22,,,
83743,08/12/2009,,,0,,,27.4,,,25.38,89.75
83743,08/12/2009,,,1200,9,,,22.1,,,
83743,09/12/2009,,,0,,,26.2,,,24.5,86.5
83743,09/12/2009,,,1200,15.1,,,21.9,,,
83743,10/12/2009,,,0,,,28.2,,,24.54,91
83743,10/12/2009,,,1200,31.1,,,22.4,,,
83743,11/12/2009,,,0,,,32,,,27.66,77.25
83743,11/12/2009,,,1200,9.6,,,24,,,
83743,12/12/2009,,,0,,,36,,,31.4,56
83743,12/12/2009,,,1200,0,,,25.2,,,
83743,13/12/2009,,,0,,,34.5,,,26.14,79.5
83743,13/12/2009,,,1200,0,,,22,,,
83743,14/12/2009,,,0,,,26.7,,,23.4,74.5
83743,14/12/2009,,,1200,3.6,,,17.7,,,
83743,15/12/2009,,,0,,,31.5,,,25.76,66.75
83743,15/12/2009,,,1200,0,,,17.3,,,
83743,16/12/2009,,,0,,,34.2,,,27.98,72
83743,16/12/2009,,,1200,0,,,21.9,,,
83743,17/12/2009,,,0,,,32.5,,,25.84,80.5
83743,17/12/2009,,,1200,0,,,22.1,,,
83743,18/12/2009,,,0,,,31.3,,,26.16,72
83743,18/12/2009,,,1200,14.8,,,20.9,,,
83743,19/12/2009,,,0,,,31.4,,,25.6,73.25
83743,19/12/2009,,,1200,1.8,,,19.6,,,
83743,20/12/2009,,,0,,,31,,,26.1,70.75
83743,20/12/2009,,,1200,0,,,20.5,,,
83743,21/12/2009,,,0,,,35.5,,,29.82,58.75
83743,21/12/2009,,,1200,0,,,23.2,,,
83743,22/12/2009,,,0,,,35,,,29.26,63
83743,22/12/2009,,,1200,0,,,22.6,,,
83743,23/12/2009,,,0,,,34.5,,,29.32,71.5
83743,23/12/2009,,,1200,0,,,26.1,,,
83743,24/12/2009,,,0,,,35,,,29.62,65.25
83743,24/12/2009,,,1200,0,,,26.3,,,
83743,25/12/2009,,,0,,,36,,,30,66.75
83743,25/12/2009,,,1200,0,,,26.8,,,
83743,26/12/2009,,,0,,,36.5,,,30.7,62.5
83743,26/12/2009,,,1200,0,,,25.6,,,
83743,27/12/2009,,,0,,,37.4,,,31.66,61.75
83743,27/12/2009,,,1200,0,,,27.7,,,
83743,28/12/2009,,,0,,,35.5,,,28.14,78.5
83743,28/12/2009,,,1200,13.8,,,24.3,,,
83743,29/12/2009,,,0,,,36.5,,,28.5,79.5
83743,29/12/2009,,,1200,11.1,,,23.3,,,
83743,30/12/2009,,,0,,,32.1,,,27.36,90
83743,30/12/2009,,,1200,25.5,,,24.1,,,
83743,31/12/2009,,,0,,,26.6,,,25.32,88.25
83743,31/12/2009,,,1200,93.6,,,23.6,,,
83743,01/01/2010,,,0,,,36,,,29.96,67.5
83743,01/01/2010,,,1200,11.3,,,23.8,,,
83743,02/01/2010,,,0,,,35.8,,,29.82,67.25
83743,02/01/2010,,,1200,0,,,23.5,,,
83743,03/01/2010,,,0,,,36,,,29.72,67.75
83743,03/01/2010,,,1200,0,,,25,,,
83743,04/01/2010,,,0,,,34.2,,,29.18,73.5
83743,04/01/2010,,,1200,0,,,25.8,,,
83743,05/01/2010,,,0,,,35.4,,,28.46,78.5
83743,05/01/2010,,,1200,0,,,25.8,,,
83743,06/01/2010,,,0,,,34.5,,,30.72,67
83743,06/01/2010,,,1200,17.4,,,25.9,,,
83743,07/01/2010,,,0,,,37,,,30.34,63.75
83743,07/01/2010,,,1200,0,,,24,,,
83743,08/01/2010,,,0,,,36.5,,,30.68,68.25
83743,08/01/2010,,,1200,0,,,24.5,,,
83743,09/01/2010,,,0,,,36.5,,,31.58,61.25
83743,09/01/2010,,,1200,0,,,26.6,,,
83743,10/01/2010,,,0,,,40.4,,,33.18,59.75
83743,10/01/2010,,,1200,0,,,27.7,,,
83743,11/01/2010,,,0,,,40.1,,,32.76,60.25
83743,11/01/2010,,,1200,0,,,28.5,,,
83743,12/01/2010,,,0,,,37.9,,,32.54,62.75
83743,12/01/2010,,,1200,0,,,29.3,,,
83743,13/01/2010,,,0,,,37,,,31.64,60.25
83743,13/01/2010,,,1200,0,,,26.6,,,
83743,14/01/2010,,,0,,,37.7,,,29.44,72.25
83743,14/01/2010,,,1200,0,,,25.6,,,
83743,15/01/2010,,,0,,,29.8,,,25.86,81.75
83743,15/01/2010,,,1200,99,,,22.3,,,
83743,16/01/2010,,,0,,,33.6,,,28.2,70.75
83743,16/01/2010,,,1200,75.4,,,22,,,
83743,17/01/2010,,,0,,,35.7,,,30.68,70
83743,17/01/2010,,,1200,0,,,25.7,,,
83743,18/01/2010,,,0,,,36.1,,,31.64,61
83743,18/01/2010,,,1200,0,,,27,,,
83743,19/01/2010,,,0,,,40.3,,,30.5,65.5
83743,19/01/2010,,,1200,0,,,26.8,,,
83743,20/01/2010,,,0,,,39.6,,,30.74,58.75
83743,20/01/2010,,,1200,0.3,,,22.2,,,
83743,21/01/2010,,,0,,,36.2,,,30.14,62.25
83743,21/01/2010,,,1200,0,,,25.9,,,
83743,22/01/2010,,,0,,,34.4,,,27,73.75
83743,22/01/2010,,,1200,6.8,,,24,,,
83743,23/01/2010,,,0,,,36,,,27.74,73.75
83743,23/01/2010,,,1200,44.4,,,22.3,,,
83743,24/01/2010,,,0,,,33.8,,,27.7,73.5
83743,24/01/2010,,,1200,1.4,,,23.4,,,
83743,25/01/2010,,,0,,,34.4,,,26.92,78
83743,25/01/2010,,,1200,19.9,,,24,,,
83743,26/01/2010,,,0,,,32.3,,,28.12,76.25
83743,26/01/2010,,,1200,11.6,,,23.5,,,
83743,27/01/2010,,,0,,,35.8,,,29.62,64.25
83743,27/01/2010,,,1200,0,,,23.7,,,
83743,28/01/2010,,,0,,,37.9,,,30.98,56
83743,28/01/2010,,,1200,0,,,26.2,,,
83743,29/01/2010,,,0,,,37.8,,,31.34,64
83743,29/01/2010,,,1200,0,,,27.1,,,
83743,30/01/2010,,,0,,,36.2,,,30.84,61.25
83743,30/01/2010,,,1200,0,,,27,,,
83743,31/01/2010,,,0,,,36,,,31.02,61.5
83743,31/01/2010,,,1200,0,,,26.7,,,
83743,01/02/2010,,,0,,,38.2,,,31.34,57.5
83743,01/02/2010,,,1200,0,,,25.3,,,
83743,02/02/2010,,,0,,,39.3,,,31.66,59.25
83743,02/02/2010,,,1200,0,,,27.3,,,
83743,03/02/2010,,,0,,,38.6,,,32.04,57.25
83743,03/02/2010,,,1200,0,,,26.2,,,
83743,04/02/2010,,,0,,,41,,,32.14,57
83743,04/02/2010,,,1200,0,,,27.5,,,
83743,05/02/2010,,,0,,,38.8,,,32.12,57
83743,05/02/2010,,,1200,0,,,26.6,,,
83743,06/02/2010,,,0,,,39.4,,,32.76,49.25
83743,06/02/2010,,,1200,0,,,27.3,,,
83743,07/02/2010,,,0,,,40.9,,,33.42,49.25
83743,07/02/2010,,,1200,0,,,27.7,,,
83743,08/02/2010,,,0,,,40.7,,,33.36,50
83743,08/02/2010,,,1200,0,,,27.1,,,
83743,09/02/2010,,,0,,,40.5,,,33.36,58.5
83743,09/02/2010,,,1200,0,,,28.9,,,
83743,10/02/2010,,,0,,,38.3,,,30.62,60.5
83743,10/02/2010,,,1200,23.2,,,25,,,
83743,11/02/2010,,,0,,,38.1,,,31.1,65.5
83743,11/02/2010,,,1200,0,,,26,,,
83743,12/02/2010,,,0,,,36.7,,,31.76,57.25
83743,12/02/2010,,,1200,0,,,27.5,,,
83743,13/02/2010,,,0,,,35.7,,,30.62,60.75
83743,13/02/2010,,,1200,0,,,27.1,,,
83743,14/02/2010,,,0,,,37,,,31.02,58
83743,14/02/2010,,,1200,0,,,26.5,,,
83743,15/02/2010,,,0,,,38.6,,,32.76,53.25
83743,15/02/2010,,,1200,0,,,29.4,,,
83743,16/02/2010,,,0,,,41.8,,,33.8,52.25
83743,16/02/2010,,,1200,0,,,27.6,,,
83743,17/02/2010,,,0,,,37.4,,,29.9,63.5
83743,17/02/2010,,,1200,0,,,25.4,,,
83743,18/02/2010,,,0,,,28.5,,,26.02,86.75
83743,18/02/2010,,,1200,11,,,25,,,
83743,19/02/2010,,,0,,,30.7,,,27.18,80
83743,19/02/2010,,,1200,3,,,24.6,,,
83743,20/02/2010,,,0,,,34.4,,,28.76,70
83743,20/02/2010,,,1200,0,,,25,,,
83743,21/02/2010,,,0,,,36.1,,,30.36,61.75
83743,21/02/2010,,,1200,0,,,25.9,,,
83743,22/02/2010,,,0,,,39.4,,,31.98,54.25
83743,22/02/2010,,,1200,0,,,26.7,,,
83743,23/02/2010,,,0,,,41.2,,,33.26,54
83743,23/02/2010,,,1200,0,,,27.5,,,
83743,24/02/2010,,,0,,,37.3,,,30.92,64.75
83743,24/02/2010,,,1200,0,,,28.7,,,
83743,25/02/2010,,,0,,,29.8,,,25.32,89
83743,25/02/2010,,,1200,0.9,,,22.8,,,
83743,26/02/2010,,,0,,,28.2,,,24.98,82.25
83743,26/02/2010,,,1200,49.2,,,22.3,,,
83743,27/02/2010,,,0,,,28.7,,,25.56,71.5
83743,27/02/2010,,,1200,0,,,22.9,,,
83743,28/02/2010,,,0,,,29.2,,,25.36,76.75
83743,28/02/2010,,,1200,0,,,23.7,,,
83743,01/03/2010,,,0,,,24.7,,,21.48,92.5
83743,01/03/2010,,,1200,19.1,,,19.8,,,
83743,02/03/2010,,,0,,,25.2,,,22.36,87.25
83743,02/03/2010,,,1200,42.1,,,20.1,,,
83743,03/03/2010,,,0,,,27.4,,,24.1,87.75
83743,03/03/2010,,,1200,4.6,,,21.5,,,
83743,04/03/2010,,,0,,,26.8,,,24.76,89.25
83743,04/03/2010,,,1200,1.3,,,23.8,,,
83743,05/03/2010,,,0,,,28.6,,,25.88,80.25
83743,05/03/2010,,,1200,7.5,,,23.6,,,
83743,06/03/2010,,,0,,,32.1,,,25.38,84.75
83743,06/03/2010,,,1200,0,,,22.9,,,
83743,07/03/2010,,,0,,,32.2,,,26.82,71.5
83743,07/03/2010,,,1200,93.3,,,21.5,,,
83743,08/03/2010,,,0,,,32.3,,,27.14,75
83743,08/03/2010,,,1200,0,,,23.6,,,
83743,09/03/2010,,,0,,,35.7,,,29.4,73
83743,09/03/2010,,,1200,0,,,25.9,,,
83743,10/03/2010,,,0,,,38.1,,,29.9,61.5
83743,10/03/2010,,,1200,0,,,25.7,,,
83743,11/03/2010,,,0,,,38.5,,,31,57.5
83743,11/03/2010,,,1200,0,,,25.9,,,
83743,12/03/2010,,,0,,,35,,,29.8,67
83743,12/03/2010,,,1200,0,,,26.6,,,
83743,13/03/2010,,,0,,,37.7,,,30.64,64.25
83743,13/03/2010,,,1200,0,,,26.4,,,
83743,14/03/2010,,,0,,,40,,,29.14,70.5
83743,14/03/2010,,,1200,0,,,24.1,,,
83743,15/03/2010,,,0,,,36.7,,,29.56,60.25
83743,15/03/2010,,,1200,53.3,,,23.8,,,
83743,16/03/2010,,,0,,,30,,,25.84,84.75
83743,16/03/2010,,,1200,2.4,,,24.2,,,
83743,17/03/2010,,,0,,,26.9,,,23.68,89
83743,17/03/2010,,,1200,15.1,,,22.1,,,
83743,18/03/2010,,,0,,,31.9,,,25.96,76.25
83743,18/03/2010,,,1200,36.2,,,19.7,,,
83743,19/03/2010,,,0,,,32.6,,,27.16,73.75
83743,19/03/2010,,,1200,0,,,24,,,
83743,20/03/2010,,,0,,,35.4,,,29.08,69.5
83743,20/03/2010,,,1200,0,,,24.4,,,
83743,21/03/2010,,,0,,,29.7,,,26.72,78.5
83743,21/03/2010,,,1200,1.8,,,25.5,,,
83743,22/03/2010,,,0,,,38,,,31.1,54.75
83743,22/03/2010,,,1200,0,,,24.4,,,
83743,23/03/2010,,,0,,,37.9,,,30.22,63.75
83743,23/03/2010,,,1200,0,,,27.7,,,
83743,24/03/2010,,,0,,,35.4,,,29.58,65.25
83743,24/03/2010,,,1200,0,,,25.5,,,
83743,25/03/2010,,,0,,,35.2,,,29.4,68.25
83743,25/03/2010,,,1200,0,,,26.2,,,
83743,26/03/2010,,,0,,,35.3,,,29.38,66.75
83743,26/03/2010,,,1200,0,,,25.4,,,
83743,27/03/2010,,,0,,,35.9,,,29.56,66
83743,27/03/2010,,,1200,0,,,26.2,,,
83743,28/03/2010,,,0,,,35,,,29.32,71.5
83743,28/03/2010,,,1200,0,,,25.9,,,
83743,29/03/2010,,,0,,,36.5,,,30.34,68.25
83743,29/03/2010,,,1200,0,,,26.1,,,
83743,30/03/2010,,,0,,,34.2,,,27.64,74
83743,30/03/2010,,,1200,25.2,,,23.3,,,
83743,31/03/2010,,,0,,,28.8,,,25.74,84.5
83743,31/03/2010,,,1200,23.8,,,23.1,,,
83743,01/04/2010,,,0,,,30.6,,,26.36,78.5
83743,01/04/2010,,,1200,6.2,,,23.4,,,
83743,02/04/2010,,,0,,,31.8,,,27.06,75
83743,02/04/2010,,,1200,0,,,23.7,,,
83743,03/04/2010,,,0,,,33.2,,,28.36,74
83743,03/04/2010,,,1200,0,,,25,,,
83743,04/04/2010,,,0,,,32.4,,,27.34,80.75
83743,04/04/2010,,,1200,0,,,25.3,,,
83743,05/04/2010,,,0,,,29.2,,,25.82,86.5
83743,05/04/2010,,,1200,4.1,,,24.2,,,
83743,06/04/2010,,,0,,,24.8,,,21.64,90
83743,06/04/2010,,,1200,178.5,,,19.9,,,
83743,07/04/2010,,,0,,,26.4,,,21.9,74.5
83743,07/04/2010,,,1200,34.2,,,18.9,,,
83743,08/04/2010,,,0,,,26.5,,,22.24,76.25
83743,08/04/2010,,,1200,15,,,21,,,
83743,09/04/2010,,,0,,,25.6,,,21.48,84.5
83743,09/04/2010,,,1200,5.2,,,19.4,,,
83743,10/04/2010,,,0,,,26.7,,,22.52,78.25
83743,10/04/2010,,,1200,7.8,,,19.4,,,
83743,11/04/2010,,,0,,,28.9,,,23.7,74.5
83743,11/04/2010,,,1200,0,,,19.5,,,
83743,12/04/2010,,,0,,,27.2,,,23.58,74.75
83743,12/04/2010,,,1200,0.6,,,21.3,,,
83743,13/04/2010,,,0,,,29.6,,,25.26,67.75
83743,13/04/2010,,,1200,0,,,22.5,,,
83743,14/04/2010,,,0,,,27.7,,,25.04,75.25
83743,14/04/2010,,,1200,0,,,23.3,,,
83743,15/04/2010,,,0,,,31.8,,,26.12,72
83743,15/04/2010,,,1200,0,,,22.4,,,
83743,16/04/2010,,,0,,,33.8,,,27.4,70.25
83743,16/04/2010,,,1200,0,,,23.8,,,
83743,17/04/2010,,,0,,,33.4,,,26.82,77.25
83743,17/04/2010,,,1200,0,,,23.7,,,
83743,18/04/2010,,,0,,,31,,,26.74,75
83743,18/04/2010,,,1200,0,,,24.5,,,
83743,19/04/2010,,,0,,,32.8,,,27.42,69
83743,19/04/2010,,,1200,0,,,24.3,,,
83743,20/04/2010,,,0,,,35.6,,,28.38,62.75
83743,20/04/2010,,,1200,0,,,23.7,,,
83743,21/04/2010,,,0,,,37,,,29.36,55.75
83743,21/04/2010,,,1200,0,,,24,,,
83743,22/04/2010,,,0,,,37,,,30.7,59
83743,22/04/2010,,,1200,0,,,25.7,,,
